Throughput,GPSR,NGPSR,NPGPSR,NDGPSR
118回目,5.433240,5.879110,6.116200,5.790050
119回目,5.882050,5.879110,5.878580,5.968130
120回目,5.792000,5.849830,6.146310,6.057210
121回目,5.601640,6.645990,6.076850,6.324510
122回目,5.792000,5.849830,6.076850,6.389800
123回目,5.433240,6.413590,5.789530,5.968200
124回目,5.202710,6.413590,7.026300,6.235440
125回目,5.302080,5.879110,6.145770,5.790050
126回目,5.601640,6.209780,5.789520,5.790050
127回目,5.165880,6.048230,6.235430,5.790050
128回目,5.601640,5.879110,6.057280,5.789520
129回目,5.076950,6.158680,6.104450,5.968130
130回目,5.076950,5.760360,6.076850,6.389800
131回目,5.202710,6.158680,5.638420,6.324510
132回目,5.882050,6.209780,6.146310,5.968200
133回目,5.853180,6.645990,6.104280,6.324510
134回目,5.601640,6.434370,5.967660,5.790050
135回目,5.853180,6.413590,7.026300,5.790050
136回目,5.076950,6.048230,5.522210,6.057210
137回目,5.433240,5.760360,6.210380,6.057210
138回目,5.076950,6.645990,5.878590,5.968200
139回目,5.882050,6.145660,6.182980,5.968130
140回目,5.853180,6.145660,5.878440,5.973720
141回目,5.202710,6.457600,6.591140,6.235440
142回目,5.165880,6.158680,6.145770,5.790050
143回目,5.433240,6.434370,6.145800,5.968130
144回目,5.853180,6.145660,5.611890,5.973720
145回目,5.433240,6.209780,7.026300,6.235440
146回目,5.202710,5.849830,5.791890,5.790050
147回目,5.433240,5.879120,7.026300,5.790050
148回目,5.601640,6.234880,5.789520,6.057210
149回目,5.882050,6.234880,5.611890,5.790050
150回目,5.630310,6.413590,6.526090,5.968130
151回目,5.792000,6.234880,7.026300,5.973720
152回目,5.853180,5.879110,6.158670,6.389800
153回目,5.076950,6.413590,5.878580,5.790050
154回目,5.882050,6.234880,5.945990,6.057210
155回目,5.433240,5.879110,5.967660,5.968130
156回目,5.165880,5.760360,6.116200,5.789520
157回目,5.630310,5.879110,5.611890,5.790050
158回目,5.202710,5.879120,5.611890,5.790050
159回目,5.630310,6.209780,6.057280,6.324510
160回目,5.630310,5.849830,6.145770,5.973720
161回目,5.165880,5.879110,6.056710,6.235440
162回目,5.165880,6.145660,6.502750,5.968200
163回目,5.165880,6.048230,5.611890,5.611380
164回目,5.202710,6.645990,5.344160,5.789520
165回目,5.433240,6.457600,6.116200,6.057210
166回目,5.433240,5.968200,6.116200,5.790050
167回目,5.302080,6.457600,6.104280,5.790050
168回目,5.853180,6.145660,6.131990,5.790050
169回目,5.433240,6.209780,6.795630,5.790050
170回目,5.076950,6.198200,6.836280,6.389800
171回目,5.302080,6.056730,5.344160,5.968130
172回目,5.202710,6.234880,7.026300,5.968130
173回目,5.165880,5.879120,6.323920,5.790050
174回目,5.165880,6.158680,5.945990,5.968200
175回目,5.302080,5.879120,6.104280,6.389800
176回目,5.853180,6.645990,5.611890,5.968200
177回目,5.630310,6.145660,6.030370,5.789520
178回目,5.853180,6.158680,6.235380,5.973720
179回目,5.792000,6.949830,7.026300,5.789520
180回目,5.853180,5.879120,6.234750,5.789520
181回目,5.792000,5.849830,5.611890,6.057210
182回目,5.853180,6.198200,6.116200,5.968200
183回目,5.853180,6.198200,5.967660,6.057210
184回目,5.202710,6.056350,6.235440,6.235440
185回目,5.882050,5.879110,5.911890,6.235440
186回目,5.882050,6.158680,6.116200,6.324510
187回目,5.882050,7.008430,5.790050,6.389800
188回目,5.630310,5.879110,7.026300,5.789520
189回目,5.433240,6.209780,6.457050,5.790050
190回目,5.601640,5.879120,5.967650,6.235440
191回目,5.433240,6.235430,5.790040,6.057210
192回目,5.433240,6.645990,5.344160,6.235440
193回目,5.076950,5.879110,6.146310,5.973720
194回目,5.076950,6.048230,5.698740,5.790050
195回目,5.853180,6.645990,5.945990,5.790050
196回目,5.433240,7.008430,5.700970,5.968200
197回目,5.630310,6.048230,5.789520,5.973720
198回目,5.165880,6.048230,5.945990,5.968200
199回目,5.853180,6.158680,5.945990,5.973720
200回目,5.433240,6.234880,6.076850,5.968130
201回目,5.302080,6.056350,5.344160,6.057210
202回目,5.433240,6.457600,7.026300,5.973720
203回目,5.433240,5.879120,5.533690,5.789520
204回目,5.433240,5.849830,6.116200,5.789520
205回目,5.302080,5.849830,5.790040,6.324510
206回目,5.792000,6.198200,5.967660,5.968200
207回目,5.433240,6.234880,5.878580,5.611380
208回目,5.601640,6.413590,5.547590,5.973720
209回目,5.202710,6.198200,5.611890,5.790050
210回目,5.165880,6.234880,6.266740,5.973720
211回目,5.433240,6.235430,5.456670,5.611380
212回目,5.202710,6.413590,6.324510,5.968200
213回目,5.433240,5.879120,6.104280,6.389800
214回目,5.630310,6.056730,6.413540,6.389800
215回目,5.792000,6.413590,6.104280,6.057210
216回目,5.630310,6.209780,6.131780,5.973720
217回目,5.882050,6.234880,6.057280,5.789520
218回目,5.165880,6.547870,6.146310,5.968130
219回目,5.853180,6.158680,6.406610,5.968130
220回目,5.433240,5.879110,6.323810,6.324510
221回目,5.630310,5.879110,5.344160,5.968200
222回目,5.076950,6.457600,5.820450,5.790050
223回目,5.853180,6.645990,5.611890,6.057210
224回目,5.853180,5.879110,6.093830,5.789520
225回目,5.433240,5.849830,6.292250,6.389800
226回目,5.076950,6.048230,5.878580,5.973720
227回目,5.433240,6.145660,5.967660,6.235440
228回目,5.630310,6.145660,6.158350,6.235440
229回目,5.433240,5.849830,6.116200,5.789520
230回目,5.433240,6.209780,5.879070,5.973720
231回目,5.302080,7.008430,6.911650,5.789520
232回目,5.302080,6.158680,6.171730,5.789520
233回目,5.302080,5.879120,6.116200,5.789520
234回目,5.165880,6.198200,6.104280,5.790050
235回目,5.882050,5.849830,5.700450,5.790050
236回目,5.792000,6.056350,5.790030,5.790050
237回目,5.433240,5.879110,5.611890,5.973720
238回目,5.853180,5.760360,5.878580,5.789520
239回目,5.882050,5.879120,6.145800,6.057210
240回目,5.302080,6.457600,5.344160,5.789520
241回目,5.433240,6.209780,6.526090,5.789520
242回目,5.076950,6.056730,6.386430,5.973720
243回目,5.792000,5.849830,5.878580,6.235440
244回目,5.601640,6.209780,5.967660,5.968200
245回目,5.630310,5.879110,5.945990,5.790050
246回目,5.165880,6.413590,5.790050,5.790050
247回目,5.882050,6.235430,5.945990,5.968200
248回目,5.882050,6.457600,6.093840,5.611380
249回目,5.601640,6.158680,5.789990,5.973720
250回目,5.601640,5.879110,6.076850,6.389800
